CID,gender,Senior_Citizen,Marrital_Status,No_Dependent,MonthSinceJoining,Service_Phone,Morethan1Connection,Internet_Service,Security_Deposit,Device_Insurance,TechnicalSupport,LiveTVService,MovieAccount,TypeOfContract,Ebill,MethodOfPayment,AverageMonthlyCharge,TotalChargesTillDate,Churn
63707_8,female,0,Yes,1,7,Yes,No,DSL,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),55,1510,No
75444_7,male,0,No,3,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,52,52,Yes
14485_9,m,0,No,3,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),41,2589,No
33576_2,male,0,Yes,2,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),110,4875,Yes
16155_1,male,1,Yes,0,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Mailed check,55,3984,No
40256_1,female,0,No,1,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,61,2004,No
13031_2,m,0,No,0,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,78,1832,No
46074_8,male,1,No,0,40,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,70,4908,No
31097_5,female,0,Yes,1,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),60,3590,No
46619_2,m,0,Yes,3,13,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,77,5023,No
25870_8,male,0,No,0,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,monthly,Yes,Electronic check,20,147,No
76361_3,f,1,Yes,3,32,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Bank transfer (automatic),68,2339,No
50495_6,m,0,Yes,0,46,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Bank transfer (automatic),45,299,No
41779_3,m,0,Yes,2,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),64,144,No
17311_1,female,0,Yes,1,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,82,2549,No
18726_5,male,0,Yes,1,19,Yes,No,Fiber optic,No,No,No,No,Yes,monthly,No,Electronic check,26,507,No
76369_7,male,1,No,2,3,Yes,No,Fiber optic,No,Yes,No,No,No,monthly,Yes,Bank transfer (automatic),20,20,No
65619_5,m,0,Yes,1,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,97,6125,Yes
65017_8,f,0,No,2,42,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Bank transfer (automatic),76,5411,No
21831_9,female,0,No,2,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),99,1058,Yes
61297_1,male,0,Yes,1,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24,904,No
42229_9,f,0,No,2,1,No,No phone service,DSL,Yes,Yes,No,No,No,monthly,No,Bank transfer (automatic),64,3010,No
58340_7,m,1,Yes,3,2,Yes,Yes,DSL,No,No,No,No,No,monthly,No,Bank transfer (automatic),85,489,Yes
52352_9,f,1,Yes,1,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),77,5468,No
34225_9,f,0,Yes,2,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,No,Electronic check,55,1058,No
40180_9,female,0,No,3,31,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Bank transfer (automatic),109,7616,No
18845_9,female,0,Yes,3,8,Yes,Yes,DSL,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),101,4113,Yes
40771_6,m,0,Yes,0,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,70,70,Yes
36639_2,male,0,Yes,0,33,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103,6018,Yes
79632_6,f,0,No,0,48,Yes,No,DSL,Yes,Yes,No,No,No,monthly,No,Electronic check,104,7250,Yes
38070_9,male,0,No,0,42,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Bank transfer (automatic),25,1108,No
50936_3,male,0,Yes,0,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30,939,No
74866_7,m,0,No,2,14,No,No phone service,DSL,No,Yes,Yes,Yes,No,monthly,Yes,Credit card (automatic),20,94,No
78118_2,male,0,Yes,1,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),85,2088,No
34612_5,female,0,Yes,1,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),86,179,Yes
21794_3,female,0,Yes,1,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,monthly,Yes,Bank transfer (automatic),104,5657,No
60162_9,f,0,No,2,25,Yes,No,DSL,No,Yes,Yes,No,No,monthly,No,Mailed check,111,2317,Yes
57201_9,m,0,Yes,1,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,monthly,Yes,Electronic check,88,5986,No
31968_7,m,1,No,3,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,monthly,No,Credit card (automatic),106,6751,No
53265_3,female,0,Yes,3,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,79,3567,No
72807_6,male,0,No,0,43,Yes,Yes,DSL,Yes,No,No,No,Yes,monthly,No,Electronic check,103,4889,No
63623_6,female,0,Yes,3,43,Yes,No,Fiber optic,No,No,No,No,Yes,monthly,No,Electronic check,64,318,No
40947_3,f,0,No,0,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,26,1564,No
43834_3,m,0,No,2,10,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Mailed check,89,1430,Yes
77041_4,female,0,Yes,3,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),96,644,Yes
56040_7,female,0,Yes,3,31,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,26,372,No
45281_5,m,0,Yes,3,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91,5453,Yes
25757_5,male,0,No,2,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,45,1443,No
46253_3,female,1,No,0,31,Yes,No,DSL,Yes,Yes,Yes,No,Yes,monthly,Yes,Mailed check,109,5611,Yes
60099_6,m,0,Yes,2,14,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,monthly,Yes,Bank transfer (automatic),25,964,No
75717_1,m,0,Yes,0,9,Yes,No,Fiber optic,No,No,No,No,Yes,monthly,Yes,Electronic check,74,5222,No
39363_4,female,0,Yes,3,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,89,3341,No
38726_3,f,0,No,1,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,79,293,Yes
32530_5,male,0,Yes,0,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),93,5775,No
14235_7,male,0,Yes,0,36,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),71,4487,No
70846_6,female,0,Yes,3,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,44,44,Yes
61918_4,female,0,No,0,5,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,79,2855,No
30960_1,f,0,No,1,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,20,906,No
18323_6,m,0,Yes,2,43,Yes,No,DSL,No,No,No,Yes,Yes,monthly,Yes,Bank transfer (automatic),100,5509,Yes
59972_6,male,0,Yes,2,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,No,Electronic check,105,7590,No
72913_4,female,0,No,0,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,20,230,Yes
40897_1,female,1,Yes,0,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),31,394,No
14561_7,f,0,No,2,12,No,No phone service,DSL,No,No,Yes,No,Yes,Two year,Yes,Mailed check,90,90,Yes
48466_2,f,1,Yes,1,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,21,296,No
23131_3,m,0,Yes,3,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,One year,Yes,Electronic check,85,5459,No
36134_8,f,0,No,2,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,33,445,No
52537_7,f,0,Yes,3,29,Yes,No,DSL,No,No,No,No,Yes,monthly,No,Electronic check,92,6782,No
60961_8,f,1,No,0,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,90,6510,No
63445_6,female,0,No,2,37,Yes,No,DSL,No,No,No,No,Yes,monthly,Yes,Electronic check,116,8477,No
24842_8,female,0,Yes,3,45,Yes,No,DSL,No,Yes,No,Yes,Yes,monthly,Yes,Mailed check,85,4462,No
43996_8,f,0,Yes,0,42,Yes,No,DSL,Yes,No,Yes,No,No,monthly,No,Mailed check,25,62,No
15971_9,male,0,Yes,2,27,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,64,353,No
55447_2,f,0,No,0,4,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,21,1425,No
71527_4,female,1,Yes,1,45,Yes,No,DSL,No,No,Yes,Yes,Yes,monthly,Yes,Electronic check,100,6414,Yes
63605_9,f,0,Yes,0,45,Yes,No,DSL,Yes,Yes,Yes,Yes,No,monthly,Yes,Electronic check,86,6310,No
23022_3,male,0,No,1,22,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,monthly,Yes,Electronic check,51,51,Yes
19140_4,m,0,No,3,31,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Bank transfer (automatic),89,5899,No
73814_2,male,0,Yes,2,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,65,4720,No
62630_3,f,0,Yes,0,46,No,No phone service,DSL,Yes,Yes,No,No,Yes,monthly,Yes,Bank transfer (automatic),20,457,No
47195_2,female,1,No,0,35,Yes,No,Fiber optic,No,No,No,No,Yes,monthly,Yes,Electronic check,93,5822,No
56412_4,female,0,Yes,0,26,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),74,1464,Yes
15666_8,m,0,Yes,2,33,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,95,307,Yes
29309_5,male,0,Yes,0,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),95,2105,Yes
18202_4,male,0,No,2,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,81,319,Yes
40081_8,f,0,No,1,30,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),39,2337,No
65938_3,male,0,Yes,1,32,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),21,104,No
56285_5,female,0,No,2,21,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,86,5085,Yes
60872_6,female,0,Yes,1,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),26,121,No
54390_1,f,0,No,0,27,Yes,No,DSL,No,No,No,Yes,No,monthly,Yes,Electronic check,98,7016,No
11151_2,male,0,Yes,2,10,Yes,No,Fiber optic,Yes,No,No,No,No,monthly,Yes,Electronic check,98,5598,No
37110_5,female,1,Yes,2,20,Yes,Yes,DSL,No,No,No,No,Yes,One year,No,Bank transfer (automatic),20,1269,No
28034_2,f,0,No,0,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,51,3027,Yes
73902_5,male,0,No,2,48,No,No phone service,DSL,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),100,4634,No
67115_7,male,0,Yes,1,27,Yes,No,DSL,Yes,No,Yes,No,No,monthly,No,Mailed check,35,114,No
13645_9,f,0,Yes,0,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),105,1583,Yes
77056_5,m,1,No,0,18,No,No phone service,DSL,No,No,No,No,No,monthly,No,Electronic check,60,3077,No
71072_4,f,0,No,2,20,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,monthly,Yes,Bank transfer (automatic),65,4040,No
51537_3,m,0,No,0,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),55,1665,No
56578_5,f,1,Yes,1,48,Yes,Yes,Fiber optic,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),110,1043,Yes
73117_2,m,0,Yes,2,7,Yes,Yes,DSL,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),19,504,No
79775_3,male,0,Yes,0,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,monthly,Yes,Bank transfer (automatic),84,498,Yes
47752_2,female,0,No,0,19,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),111,7512,No
37176_9,female,1,No,1,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,monthly,Yes,Electronic check,36,1782,No
10112_9,f,0,No,0,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,monthly,Yes,Mailed check,20,20,No
58192_1,female,0,Yes,0,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,monthly,Yes,Electronic check,84,610,No
24921_1,male,0,Yes,2,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,monthly,Yes,Electronic check,111,2858,No
17005_2,female,0,No,0,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,91,3248,No
55878_7,male,1,Yes,2,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),101,6215,Yes
42845_1,female,0,No,1,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,monthly,Yes,Electronic check,89,2823,No
36943_2,f,1,Yes,3,18,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,104,5018,Yes
79325_7,female,0,No,2,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,monthly,Yes,Bank transfer (automatic),81,2619,No
60202_4,male,0,No,2,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,monthly,Yes,Credit card (automatic),25,25,Yes
73540_9,f,0,No,1,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,monthly,No,Bank transfer (automatic),81,4965,No
16161_6,female,0,No,0,31,Yes,No,DSL,Yes,No,Yes,No,No,One year,No,Mailed check,94,2680,No
66899_1,f,1,Yes,2,13,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Electronic check,116,8311,No
25373_9,f,1,Yes,2,37,Yes,No,Fiber optic,Yes,No,No,No,No,monthly,Yes,Bank transfer (automatic),106,5682,No
62773_8,m,0,No,2,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Credit card (automatic),99,1121,Yes
25373_7,male,0,Yes,2,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,94,4915,No
77677_9,female,1,Yes,1,48,Yes,Yes,DSL,No,No,No,No,No,monthly,Yes,Electronic check,20,28,No
58493_2,female,0,Yes,0,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,No,Bank transfer (automatic),98,924,Yes
38392_9,m,0,No,0,49,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,No,Bank transfer (automatic),94,1626,Yes
68550_7,female,0,Yes,3,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,106,6069,No
78765_3,female,0,No,0,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,One year,No,Electronic check,81,5399,No
59356_4,female,1,Yes,2,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),101,919,Yes
66878_3,male,0,Yes,2,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),56,235,No
59298_8,f,0,Yes,0,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,65,1232,No
15298_4,female,1,No,1,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),20,171,No
10410_3,m,0,Yes,1,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),111,7984,No
45239_3,female,0,Yes,1,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),73,689,Yes
26885_7,f,0,No,3,9,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,89,1288,No
34500_2,m,1,Yes,2,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106,7849,No
70073_6,f,0,No,0,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,Yes,Electronic check,20,267,No
65095_3,female,0,No,1,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,monthly,Yes,Electronic check,25,1799,No
48517_4,male,0,Yes,2,47,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Bank transfer (automatic),74,74,Yes
77269_4,m,0,Yes,0,32,Yes,No,DSL,Yes,Yes,No,No,No,One year,Yes,Mailed check,75,1644,No
26997_7,f,0,Yes,1,50,Yes,No,Fiber optic,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),66,4807,No
42699_2,female,0,Yes,3,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81,2193,No
54186_6,male,0,Yes,3,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105,2239,No
35744_5,male,0,No,0,34,Yes,Yes,DSL,No,No,No,No,Yes,monthly,Yes,Mailed check,24,1506,No
56998_1,male,0,No,1,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,20,255,No
68032_7,male,0,No,2,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,monthly,Yes,Bank transfer (automatic),75,1189,No
12932_7,male,0,No,3,29,No,No phone service,DSL,Yes,No,Yes,Yes,No,monthly,Yes,Credit card (automatic),80,4786,No
30833_9,female,0,Yes,3,15,Yes,No,Fiber optic,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82,1821,No
52238_6,male,0,Yes,0,36,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,Yes,Mailed check,76,2404,No
75203_4,m,0,No,1,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79,205,Yes
76852_5,female,1,Yes,3,29,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),81,952,Yes
55772_6,f,0,No,1,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,104,7039,No
74382_8,m,0,Yes,3,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),86,2538,No
41477_4,m,0,Yes,0,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75,1213,No
10262_7,male,0,Yes,0,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),81,2651,No
74424_3,f,0,Yes,2,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19,1305,No
75579_4,m,0,No,3,18,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Bank transfer (automatic),85,360,Yes
68036_3,female,0,Yes,2,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),34,435,No
60809_8,male,0,No,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Bank transfer (automatic),83,308,No
70397_1,male,0,No,1,39,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Electronic check,79,435,Yes
77179_8,f,0,No,2,17,Yes,No,DSL,No,No,Yes,No,No,monthly,Yes,Electronic check,108,7119,No
61677_1,m,0,Yes,0,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,20,320,No
40355_5,male,0,Yes,0,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,21,532,No
57164_5,female,0,Yes,0,1,Yes,No,DSL,Yes,No,No,Yes,Yes,monthly,No,Credit card (automatic),30,382,No
42646_2,f,0,Yes,1,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80,2001,No
52407_8,female,0,No,1,33,Yes,No,DSL,No,Yes,Yes,Yes,No,monthly,No,Bank transfer (automatic),66,4920,No
55951_1,male,0,Yes,2,19,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),104,5646,No
66118_4,male,0,Yes,0,44,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,74,216,Yes
32147_3,m,0,Yes,0,26,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),21,78,No
25493_1,female,0,No,3,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,91,2897,No
31683_8,female,0,No,2,32,No,No phone service,DSL,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),99,3396,Yes
46893_1,male,0,Yes,3,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21,759,No
51023_8,female,1,No,0,4,Yes,Yes,DSL,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),45,85,Yes
33942_4,male,0,No,2,46,Yes,No,DSL,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),76,536,No
67939_5,m,0,Yes,0,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,One year,No,Credit card (automatic),55,1253,No
28119_7,male,1,Yes,1,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,monthly,Yes,Electronic check,59,955,No
26336_5,m,0,Yes,0,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,95,2163,No
74031_3,m,0,Yes,2,29,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45,45,Yes
48398_8,male,0,No,2,40,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,25,1813,No
27520_7,f,1,Yes,1,44,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,monthly,Yes,Electronic check,57,245,No
26124_4,m,0,No,3,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,82,2029,No
60141_8,female,0,Yes,0,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,86,2724,No
54327_2,m,0,No,3,21,Yes,No,Fiber optic,Yes,No,No,No,No,monthly,No,Mailed check,30,220,No
24249_6,f,1,No,0,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,monthly,Yes,Electronic check,21,366,No
43762_2,male,0,Yes,0,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,61,552,No
68926_4,f,0,No,0,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,73,4054,No
64746_8,male,1,No,0,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,46,46,Yes
54362_8,m,0,No,0,45,Yes,No,DSL,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),100,832,Yes
50233_9,female,0,Yes,0,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19,112,Yes
